sentença,sentimento
Adorei o filme que assisti no cinema.,1
Todos os dias são uma nova oportunidade.,1
Sua alegria é inspiradora!,1
Não sei mais como é ser feliz.,0
Eu me sinto humilhado pelo mundo.,0
O sucesso é a soma de pequenos esforços repetidos dia após dia.,1
Sou grato por ter você em minha vida.,1
Eu tolero as adversidades com paciência e sabedoria.,1
Não sou capaz de tomar minhas próprias decisões.,0
Não acredito em mais nenhuma promessa de felicidade.,0
Recebi uma ligação de um amigo que não falava há tempos e me fez feliz.,1
"A felicidade está no presente, não no passado ou no futuro.",1
O carinho e o apoio dos meus amigos me sustentam em todos os momentos.,1
Meu tênis novo rasgou no primeiro uso.,0
Estou farto de sempre receber más notícias,0
A gratidão transforma o comum em extraordinário.,1
99. Me sinto um estranho em minha própria casa.,0
A energia acabou no meio do meu banho.,0
Me sinto abençoado por todas as experiências que já vivi.,1
Não ter dinheiro para pagar as contas é uma preocupação constante na minha vida.,0
Comprei uma peça de roupa que ficou perfeita em mim.,1
A vida é um constante aprendizado e sou grato por todas as lições que recebo.,1
"Sou grato por tudo que tenho e sou, e isso me faz uma pessoa realizada.",1
"O passeio de barco que fizemos foi inesquecível, amei cada momento.",1
Eu amo a textura da areia na praia.,1
Seu sorriso é um abraço pro meu coração!,1
Eu fiz algo bom hoje.,1
Não aguento mais as notícias ruins.,0
Não tenho mais forças para lutar contra a tristeza.,0
O sorriso de um desconhecido pode mudar o meu dia.,1
Eu acredito no meu potencial e em tudo que sou capaz de conquistar.,1
"A solidão é uma ferida que dói todos os dias, mesmo quando parece que estou bem.",0
Estou me sentindo sozinho e abandonado.,0
"Quando coloco amor em tudo que faço, os resultados são incríveis.",1
Estou me sentindo um fracasso total.,0
Não consigo superar a sensação de solidão,0
Me sinto rejeitado por todos.,0
O cheiro da comida da minha mãe sempre me traz boas lembranças.,1
Sinto-me um fracasso em todos os aspectos.,0
Sinto que estou sempre atrás de todos os outros,0
Completar um quebra-cabeça é muito satisfatório.,1
Fui elogiado por minha criatividade e originalidade.,1
"88. Às vezes, sinto como se fosse melhor estar morto do que continuar vivendo essa vida.",0
Consegui fazer alguém sorrir hoje.,1
Não consigo emagrecer,0
Perdi o horário do meu exame e terei que esperar mais um semestre para fazer.,0
Me sinto vazio por dentro.,0
Me sinto um fracasso em todas as áreas da minha vida.,0
Nada nunca é fácil,0
Eu sou um ser de inspiração.,1
"Assisti a um filme incrível no cinema, estou encantado com a história.",1
Minha família sempre me deixa de lado,0
Não há luz no fim desse túnel,0
Nenhuma luz no fim do túnel.,0
Sou grato por tudo que tenho.,1
Eu sou uma pessoa desagradável,0
O mundo é cheio de possibilidades e eu estou pronto para aproveitá-las.,1
Obrigado por me ensinar tanto e ser um exemplo de vida para mim!,1
Estou cansado de sempre ser o segundo plano,0
Estou me sentindo completamente exausto.,0
"Sempre que estamos juntos, o tempo parece voar.",1
Sua amizade é uma bênção em minha vida!,1
76. É difícil tentar se encaixar em um mundo onde não se encaixa.,0
Viver é melhor com os teus abraços.,1
Não consigo me livrar da ansiedade e da preocupação constante.,0
É incrível quando encontro uma solução simples para um problema complexo.,1
Sinto-me um fracasso em todas as áreas da minha vida.,0
"Com você ao meu lado, tudo fica mais fácil de suportar.",1
Sinto-me sozinho e triste.,0
A felicidade é sua maior aliada!,1
Tenho o suficiente para ser feliz.,1
Não tenho saída para essa situação.,0
A natureza é cheia de surpresas maravilhosas que nos fazem apreciar a vida.,1
Estava super animado para um evento e acabei ficando preso no trânsito por horas.,0
Tive que me mudar de cidade e deixar todos os meus amigos para trás.,0
Sinto-me um estranho em minha própria vida.,0
Estou animado para ver um novo dia.,1
Nada parece ter sentido ou propósito,0
Sou capaz de conquistar tudo o que quero.,1
Eu aproveito cada momento da vida.,1
Não vejo sentido na vida.,0
Não há gratidão em minha vida.,0
Eu não tenho objetivos.,0
Não sou aceito pela sociedade.,0
Não tenho ninguém para compartilhar meus hobbies,0
Não consigo realizar minhas metas,0
Eu me sinto rejeitado pela sociedade.,0
Cada vez que ligo para o meu provedor de internet tenho que lidar com um atendimento péssimo.,0
Você é muito gentil.,1
Meu computador deu tela azul.,0
Estou completamente satisfeito com minha vida.,1
Cada pessoa que conheço me acrescenta algo único e especial em minha vida.,1
Nada muda na minha vida,0
É como se nada desse certo para mim.,0
Você é capaz de coisas incríveis.,1
Sinto-me condenado a viver em tristeza para sempre.,0
"Passar um dia na praia com meus amigos foi uma experiência incrível.""",1
Não tenho opções.,0
Sua presença me alegra!,1
"A cada obstáculo, encontro uma oportunidade para crescer e aprender.",1
Eu valorizo a sinceridade e a honestidade.,1
Não vejo uma saída para essa situação.,0
Sou muito grato por ter saúde.,1
Não tenho dinheiro suficiente,0
Eu sou uma maldição.,0
Meu avô fez um bolo delicioso e me deixou muito feliz.,1
Nada parece valer a pena,0
"A vida é como um livro em branco, e eu adoro escrever minha história.",1
Não sou amado.,0
Fiz uma receita nova e ela ficou deliciosa.,1
"Não consigo mais lidar com a ansiedade, ela está me sufocando.",0
Não estou satisfeito(a) com meu corpo e aparência.,0
"Não consigo mais confiar em ninguém, sempre me decepciono.",0
Não ter a liberdade de ser quem eu sou machuca muito.,0
Sinto que não tenho mais controle sobre a minha vida,0
Eu estou com raiva de outras pessoas.,0
Eu estou esperando ansiosamente pelo futuro.,1
Meu pai/mãe está doente e não sei como vou cuidar dele(a).,0
A alegria é meu lema e a felicidade meu destino.,1
Me sinto um completo fracasso pessoal e profissional.,0
Eu me odeio.,0
"Sou uma pessoa única, com um propósito único e uma história única.",1
Sinto-me preso em uma vida infeliz,0
Sou feliz por ter você na minha vida!,1
Sinto que ninguém acredita em mim.,0
O amor é o que une os nossos corações.,1
Eu estou com raiva de todo mundo.,0
Não consigo me conectar com as pessoas ao meu redor.,0
Você é uma pessoa maravilhosa.,1
Você me faz querer ser sempre uma pessoa melhor.,1
Eu estou com raiva da vida.,0
Eu tenho orgulho de quem me tornei.,1
Não acredito que algum dia vou ser amado de verdade.,0
A felicidade está nas coisas mais simples da vida.,1
Tudo é um fardo em meus ombros.,0
Agradeço pelo som da chuva que me acalma e me traz paz.,1
Eu me sinto grato pelas oportunidades que a vida me dá.,1
Estou satisfeito com tudo o que tenho.,1
Não tenho controle sobre meu próprio destino.,0
Acordei descansado e de bom humor.,1
A vida é uma aventura e eu estou sempre pronto para ela.,1
A positividade é a chave para uma mentalidade saudável.,1
A sensação de ter decepcionado alguém que amo é como um peso na minha consciência.,0
Eu adoro me cercar de boas energias.,1
Meus pais sempre comparam as minhas conquistas com as do meu irmão e eu me sinto inferior.,0
A solidão é minha única companhia.,0
Não sou bom em nada.,0
Minha carreira está evoluindo em um ritmo ótimo.,1
Eu me sinto inútil para mim mesmo.,0
A cada dia aprendo algo novo com você.,1
Meus amigos são a minha segunda família e sou muito grato por tê-los.,1
Me sentir valorizado e apreciado por quem eu sou é algo que me deixa muito feliz.,1
A vida é cheia de momentos mágicos que me fazem sorrir.,1
Ganhei um elogio sincero de alguém que admiro.,1
"A cada dia, descubro coisas novas e isso me deixa muito empolgado.",1
Estou de bem com a vida e grata por tudo que tenho.,1
Não consigo ver uma luz no fim do túnel.,0
A felicidade está em todas as pequenas coisas da vida.,1
57. Não é fácil perdoar alguém que te magoou profundamente.,0
Sinto que estou sempre em uma luta constante para sobreviver,0
Acho que não tenho um futuro promissor.,0
Eu me sinto humilhado pelo mundo.,0
Recebi um elogio sobre meu estilo e me senti confiante.,1
Nada parece me animar ou trazer alegria.,0
Sou grato por ter minha saúde e poder aproveitar a vida ao máximo.,1
Estou feliz por ter conseguido superar um desafio que parecia impossível.,1
"Não quero mais tentar, é como se eu tivesse esgotado todas as minhas chances de ser feliz.",0
Meus dias são vazios e sem significado,0
Não consigo me livrar dessa tristeza que me consome.,0
Minha admiração por você só cresce!,1
Nada parece dar certo para mim,0
Não há nada que me traga felicidade.,0
Tenho fé em mim mesmo e sei que posso alcançar meus sonhos.,1
Sinto que não pertenço a lugar nenhum.,0
Eu estou sozinho.,0
Não consigo mais continuar me esforçando.,0
Meus amigos saíram sem me chamar e descobri pelas redes sociais.,0
"A cada dia, sinto que estou me tornando alguém mais forte e resiliente.",1
Eu nunca vou conseguir nada.,0
"Conquistei uma meta importante, estou me sentindo muito realizado e motivado.",1
Parabéns pelo seu sucesso!,1
Não vejo meus pais há anos e sinto muita falta deles.,0
Meus dias sempre são tediosos e tristes,0
Receber um sorriso de um estranho na rua sempre me faz sentir bem.,1
Minha internet caiu durante uma chamada importante.,0
Recebi uma mensagem inspiradora de um amigo.,1
Eu me sinto inadequado.,0
Que dia maravilhoso para aproveitar ao ar livre.,1
"Tudo está dando errado, não consigo enxergar uma solução para os problemas.",0
Tive um dia produtivo e satisfatório.,1
Não me sinto à vontade em meio às pessoas.,0
Adoro quando encontro uma solução criativa para um problema do cotidiano.,1
Não sou bom o bastante para ser amado.,0
"Poder ajudar alguém em necessidade me enche de alegria e satisfação.""",1
Abracei um cachorro de rua e ele retribuiu com muito amor.,1
Já não vejo graça em nada.,0
Não tenho coragem de realizar meus sonhos,0
Eu sou um bom ser humano.,1
Cansei de ser trocado por pessoas que não valem a pena.,0
Tenho que dividir meu quarto com meu irmão mais novo e não tenho privacidade.,0
Recebi um elogio da minha professora.,1
A vida é mais bonita quando vivida ao seu lado.,1
Sinto-me abençoado por ter uma família maravilhosa e amigos leais.,1
Sinto uma gratidão imensa por tudo o que tenho.,1
A beleza das pequenas coisas alegra o meu dia.,1
A positividade é um poderoso motor de crescimento.,1
"Meu parceiro me fez uma proposta de casamento, mas acabou cancelando pouco antes do casamento.",0
Descobri que conquistei um(a) novo amigo e me sinto grato.,1
Não tenho nenhum amigo verdadeiro,0
"Fiz planos para o final de semana, mas acordei doente e precisei ficar em casa.",0
Recebi a notícia de que fui promovido.,1
Todos os dias são uma oportunidade para aprender e evoluir.,1
Não consigo sair de casa porque tenho muito medo de pegar o vírus.,0
Me sinto solitário(a) mesmo rodeado(a) de pessoas.,0
Estou cercado de pessoas tóxicas.,0
"Estou muito feliz por ter conseguido uma promoção no trabalho, é uma grande conquista para mim!",1
Não tenho mais ânimo para nada.,0
A vida é um presente e agradeço por cada oportunidade que recebo.,1
Fui a um concerto de música clássica e me emocionei.,1
A cumplicidade entre nós é o que torna tudo ainda mais bonito.,1
62. É difícil acreditar em um futuro melhor quando o presente é tão doloroso.,0
Tentei me expressar em uma reunião e meu chefe me cortou sem me deixar falar.,0
71. É difícil confiar nas pessoas quando todas as que você confiou te traíram.,0
Sou grato por ter um teto sobre minha cabeça e um lugar para chamar de lar.,1
Só vejo falsidade e inveja ao meu redor.,0
Você é uma pessoa de coração nobre!,1
Não tenho ninguém para conversar sobre meus problemas.,0
"47. Às vezes, acho que é melhor ficar sozinho do que conviver com pessoas falsas e interesseiras.",0
Minha determinação e força de vontade são minhas aliadas para alcançar meus objetivos.,1
"A alegria está no processo, não apenas no resultado.",1
"Meu time ganhou o jogo de futebol ontem, estou radiante com essa vitória!",1
Fui diagnosticado com uma doença incurável e perdi todas as esperanças de melhorar.,0
Meu cachorro fugiu e ainda não consegui encontrá-lo.,0
Eu me sinto rejeitado pela minha família.,0
Perdi meu ônibus e tive que esperar mais de uma hora pelo próximo.,0
Hoje acordei com o pé direito e tudo está dando certo.,1
Agradeço por ter saúde e disposição para fazer tudo o que quero.,1
Obrigado por sempre ser a luz nos meus dias mais sombrios.,1
Estou cansado(a) de sempre ser a segunda opção de todos.,0
Eu não vou mais acreditar em você,0
Estou me sentindo sufocado e desesperado,0
A vida é cheia de possibilidades e eu as abraço com entusiasmo e alegria.,1
Essa situação está me deixando cada vez mais deprimido.,0
Minha família é a melhor do mundo.,1
É maravilhoso quando consigo me perdoar por um erro do passado e seguir em frente.,1
A felicidade está nas pequenas coisas do dia a dia.,1
Fui assaltado no meio da rua e levaram todos os meus pertences.,0
Tudo em minha vida é um grande pesadelo.,0
O amor é a única coisa que nunca sai de moda.,1
Eu sou um fardo para os outros.,0
Eu me sinto culpado pelo mundo.,0
Eu sou muito feliz com o meu trabalho.,1
21. Sinto como se tudo estivesse desmoronando ao meu redor e não consigo fazer nada para impedir.,0
Não vejo mais saída para meus problemas.,0
Recebi um convite para um evento especial e estou animado para ir.,1
Meu voo de volta para casa foi cancelado.,0
86. Me sinto constantemente rejeitado e excluído.,0
Sou muito grato por ter você como meu amigo!,1
Estou sempre sobrecarregado.,0
Estou cansado(a) de tentar e sempre fracassar.,0
Não tenho nenhum motivo para sorrir.,0
Você é a melhor parte do meu dia.,1
Adoro quando a vida me surpreende de forma positiva.,1
